,tweet_id,whole_tweet,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,34701,7668,7437146,10,Twitter for iPhone,Original tweet,https://t.co/I6oNy0CgiT
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u",11886,3238,7437146,10,Twitter for iPhone,Original tweet,https://t.co/RipKYZ0T1u
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,22141,4401,7437146,10,Twitter for iPhone,Original tweet,https://t.co/BCoWue0abA
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH,20896,3156,7437146,10,Twitter for iPhone,Original tweet,https://t.co/iIu3AF8IWH
29,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,116,4,7437146,10,Twitter for iPhone,Original tweet,n
30,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,27621,6192,7437146,10,Twitter for iPhone,Original tweet,https://t.co/xZDA9Qsq1O
31,886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,0,105,7437146,10,Twitter for iPhone,This is a retweet,This is a retweet
32,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE,32242,6706,7437146,10,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE
33,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,35509,6339,7437146,10,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF
34,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,20158,3708,7437146,10,Twitter for iPhone,Original tweet,https://t.co/gzLHboL7Sk
35,885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,0,18333,7437146,10,Twitter for iPhone,This is a retweet,This is a retweet
36,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB,21639,4323,7437146,10,Twitter for iPhone,Original tweet,https://t.co/JMU4y341NB
37,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",76488,18065,7437146,10,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa
38,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great L… https://t.co/DbNzLkDIxh,27552,5587,7437146,10,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh
39,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,23995,4687,7437146,10,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5
40,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X",26649,5578,7437146,10,Twitter for iPhone,Original tweet,https://t.co/JkL9KmUt8X
41,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,72099,20193,7437146,10,Twitter for iPhone,Original tweet,https://t.co/uF3pQ8Wubj
42,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for… https://t.co/KcQj5mNR4m,20089,2946,7437146,10,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m
43,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup… https://t.co/zrf7IQnlHI,21626,3404,7437146,10,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI
44,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",45343,9826,7437146,10,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948
45,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpupti… https://t.co/vAdjP5ANuJ,22281,3631,7437146,10,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ
46,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",36719,6587,7437146,10,Twitter for iPhone,Original tweet,https://t.co/Se5fZ9wp5E
47,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,23661,3869,7437146,10,Twitter for iPhone,Original tweet,https://t.co/tyER0KpdXj
48,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,27951,4855,7437146,10,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu
49,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn,27565,6006,7437147,10,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn
50,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,44380,11451,7437147,10,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA
51,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13… https://t.co/cj0lK9TLUv",28982,4908,7437147,10,Twitter for iPhone,Original tweet,https://t.co/cj0lK9TLUv
52,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,24008,3352,7437147,10,Twitter for iPhone,Original tweet,https://t.co/503CgWbhxQ
53,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,49941,10535,7437147,10,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s
54,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,124,7,7437147,10,Twitter for iPhone,Original tweet,s
55,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: p… https://t.co/w1FVZz0JFM",48829,15754,7437148,10,Twitter for iPhone,Original tweet,https://t.co/w1FVZz0JFM
56,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0,22791,5106,7437148,10,Twitter for iPhone,Original tweet,https://t.co/J4Q5YjzLH0
57,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,16802,2750,7437148,10,Twitter for iPhone,Original tweet,https://t.co/D0wb1GlKAt
58,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd,21008,3770,7437148,10,Twitter for iPhone,Original tweet,https://t.co/1nxJLhk0Sd
59,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,28177,6204,7437148,10,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw
60,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,26726,4168,7437148,10,Twitter for iPhone,Original tweet,https://t.co/fUod0tVmvK
61,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good p… https://t.co/yxYE3cWcCP,27295,4307,7437148,10,Twitter for iPhone,Original tweet,https://t.co/yxYE3cWcCP
62,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,22052,3456,7437148,10,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9
63,879674319642796034,@RealKentMurphy 14/10 confirmed,310,10,7437148,10,Twitter for iPhone,Original tweet,d
64,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,23127,3147,7437148,10,Twitter for iPhone,Original tweet,https://t.co/IxM9IMKQq8
65,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,104590,43708,7437148,10,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY
66,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta,16570,3087,7437148,10,Twitter for iPhone,Original tweet,https://t.co/RqUrIisQta
67,879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,0,6752,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
68,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7,22294,4671,7437148,10,Twitter for iPhone,Original tweet,https://t.co/ffTAMZt2n7
69,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,18750,2666,7437148,10,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN
70,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back… https://t.co/0Uxl9Gq7hN,19182,4082,7437148,10,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN
71,878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,29913,7126,7437148,10,Twitter for iPhone,Original tweet,https://t.co/9uABQXgjwa
72,878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",0,1275,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
73,878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,0,6587,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
74,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF",7651,1275,7437148,10,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF
75,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,41536,6752,7437148,10,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe
76,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,78870,18887,7437148,10,Twitter for iPhone,Original tweet,https://t.co/lsPyyAiF1r
77,877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,0,80,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
78,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK,22447,3772,7437148,10,Twitter for iPhone,Original tweet,https://t.co/rc53DmRHwK
79,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for wa… https://t.co/tVXlmh3uX3",27045,5124,7437148,10,Twitter for iPhone,Original tweet,https://t.co/tVXlmh3uX3
80,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr,26802,5528,7437148,10,Twitter for iPhone,Original tweet,https://t.co/kVwm88J6Yr
81,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO,20429,3312,7437148,10,Twitter for iPhone,Original tweet,https://t.co/zuDk9mBEMO
82,876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for a… https://t.co/ghfhFSYrMm,23222,4582,7437148,10,Twitter for iPhone,Original tweet,https://t.co/ghfhFSYrMm
83,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO,18544,2378,7437148,10,Twitter for iPhone,Original tweet,https://t.co/ccBFQU5UWO
84,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX",27594,4655,7437148,10,Twitter for iPhone,Original tweet,https://t.co/9NqZV4WwyX
85,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15",24904,4259,7437148,10,Twitter for iPhone,Original tweet,https://t.co/XRwtpQiJ15
86,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck,21678,4889,7437148,10,Twitter for iPhone,Original tweet,https://t.co/wK0pt8Cnck
87,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,27113,5998,7437148,10,Twitter for iPhone,Original tweet,https://t.co/PFp4MghzBW
88,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,25187,4680,7437148,10,Twitter for iPhone,Original tweet,https://t.co/brCQoqc8AW
89,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,27529,4610,7437148,10,Twitter for iPhone,Original tweet,https://t.co/lZhtizkURD
90,874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,0,14646,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
91,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,25784,4083,7437148,10,Twitter for iPhone,Original tweet,https://t.co/0YplNnSMEm
92,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5",22420,3932,7437148,10,Twitter for iPhone,Original tweet,https://t.co/0MXV9ZDhS5
93,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.… https://t.co/jonYjPNmYx",34254,10360,7437148,10,Twitter for iPhone,Original tweet,https://t.co/jonYjPNmYx
94,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13… https://t.co/jbitZ0V20S",23979,3925,7437148,10,Twitter for iPhone,Original tweet,https://t.co/jbitZ0V20S
95,873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",0,1580,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
96,873213775632977920,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below… https://t.co/CWPYZJvjrI,7168,1580,7437148,10,Twitter for iPhone,Original tweet,https://t.co/CWPYZJvjrI
97,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10… https://t.co/8rpIJr9sAC,27119,5385,7437148,10,Twitter for iPhone,Original tweet,https://t.co/8rpIJr9sAC
98,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR",14576,3682,7437148,10,Twitter for iPhone,Original tweet,https://t.co/M15eX8HhsR
99,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,20602,3687,7437148,10,Twitter for iPhone,Original tweet,https://t.co/lUcpnZDPz9
100,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge… https://t.co/xFWhrdMuTh,40329,8978,7437148,10,Twitter for iPhone,Original tweet,https://t.co/xFWhrdMuTh
101,872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here… https://t.co/iZPEmIPLLY,33925,6302,7437148,10,Twitter for iPhone,Original tweet,https://t.co/iZPEmIPLLY
102,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily ge… https://t.co/l4qou61pKu,34181,8105,7437148,10,Twitter for iPhone,Original tweet,https://t.co/l4qou61pKu
103,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supuppor… https://t.co/vgvqHeVsE0,37709,11168,7437148,10,Twitter for iPhone,Original tweet,https://t.co/vgvqHeVsE0
104,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs p… https://t.co/NxsjNYcUBx,20126,3470,7437148,10,Twitter for iPhone,Original tweet,https://t.co/NxsjNYcUBx
105,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good wit… https://t.co/1HZLp9TE6u,20080,3448,7437148,10,Twitter for iPhone,Original tweet,https://t.co/1HZLp9TE6u
106,871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,0,5698,7437148,10,Twitter for iPhone,This is a retweet,This is a retweet
107,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,20794,5505,7437148,10,Twitter for iPhone,Original tweet,https://t.co/AbBLh2FZCH
108,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/1… https://t.co/ESmXMT4AxF",22523,3817,7437148,10,Twitter for iPhone,Original tweet,https://t.co/ESmXMT4AxF
109,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a… https://t.co/oZ7H2eO79W,33434,6213,7437148,10,Twitter for iPhone,Original tweet,https://t.co/oZ7H2eO79W
110,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,119,3,7437149,10,Twitter for iPhone,Original tweet,s
111,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:… https://t.co/EHTUbra0oP",12346,2652,7437149,10,Twitter for iPhone,Original tweet,https://t.co/EHTUbra0oP
112,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s… https://t.co/6SWu4xkvDk,82313,26274,7437149,10,Twitter for iPhone,Original tweet,https://t.co/6SWu4xkvDk
113,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop with… https://t.co/LR0TT56LvT",21735,4163,7437149,10,Twitter for iPhone,Original tweet,https://t.co/LR0TT56LvT
114,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenien… https://t.co/pf6BEpgCfo,36529,8380,7437149,10,Twitter for iPhone,Original tweet,https://t.co/pf6BEpgCfo
115,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",42270,10069,7437149,10,Twitter for iPhone,Original tweet,https://t.co/HciEaJkC4D
116,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave unti… https://t.co/RjBqu7O8Yw,28154,6367,7437149,10,Twitter for iPhone,Original tweet,https://t.co/RjBqu7O8Yw
117,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 1… https://t.co/8UTtgmsPdl,15932,3142,7437149,10,Twitter for iPhone,Original tweet,https://t.co/8UTtgmsPdl
118,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou… https://t.co/2lERR4Uoyt,20377,3803,7437149,10,Twitter for iPhone,Original tweet,https://t.co/2lERR4Uoyt
119,868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,65546,14582,7437149,10,Twitter for iPhone,Original tweet,https://t.co/r28jFx9uyF
120,868639477480148993,"RT @dog_rates: Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://…",0,2111,7437149,10,Twitter for iPhone,This is a retweet,This is a retweet
121,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,26846,5474,7437149,10,Twitter for iPhone,Original tweet,https://t.co/yeaH8Ej5eM
122,868552278524837888,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help… https://t.co/0xI8JbHfLa,10130,2111,7437149,10,Twitter for iPhone,Original tweet,https://t.co/0xI8JbHfLa
123,867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank… https://t.co/DI5BnH6c3G",24178,4211,7437149,10,Twitter for iPhone,Original tweet,https://t.co/DI5BnH6c3G
124,867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,34012,7404,7437149,10,Twitter for iPhone,Original tweet,https://t.co/ZYg3NZGICa
